NODE	LABEL	COLOR	SIZE	SHAPE	SECTOR	URL	MODULE	KD_MODULE	KD_TOP_MODULE	KD_BORDER_COLOR	KD_subnetwork_shown	LABELSIZE
DDX60L	DDX60L	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DEF6	DEF6	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DENND1C	DENND1C	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DENND2D	DENND2D	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DENND3	DENND3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DGKA	DGKA	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DHRS9	DHRS9	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DHX58	DHX58	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DICER1	DICER1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DLG1	DLG1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DMXL2	DMXL2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DNAJA1	DNAJA1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DNAJB9	DNAJB9	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DNASE1L3	DNASE1L3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DOCK10	DOCK10	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DOCK11	DOCK11	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DOCK2	DOCK2	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
DOCK4	DOCK4	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DOK1	DOK1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DOK2	DOK2	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
DOK3	DOK3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DPEP2	DPEP2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DPP4	DPP4	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DPT	DPT	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DPYD	DPYD	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
DPYSL2	DPYSL2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DPYSL3	DPYSL3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DRAM1	DRAM1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	NO	20
DSE	DSE	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
DST	DST	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DTX3L	DTX3L	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DUSP1	DUSP1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
DUSP2	DUSP2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DUSP5	DUSP5	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DUSP6	DUSP6	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
DYSF	DYSF	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
E2F4	E2F4	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
EAF2	EAF2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
EBI3	EBI3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
EDEM1	EDEM1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
EFHD2	EFHD2	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
EGR1	EGR1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
EGR2	EGR2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
EGR3	EGR3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
EHD1	EHD1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
EIF2AK2	EIF2AK2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
ELANE	ELANE	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
ELF1	ELF1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
ELF4	ELF4	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
ELK3	ELK3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
ELL2	ELL2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
ELMO1	ELMO1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
EMP1	EMP1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
EMP3	EMP3	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
ENG	ENG	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
ENO1	ENO1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
ENPP2	ENPP2	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
ENTPD1	ENTPD1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_ASTHMA	#B2EAFF	NO	20
EPB41L3	EPB41L3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
EPHB2	EPHB2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
EPOR	EPOR	#9FFF96	100	Ellipse	1:9FFF96	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=9FFF96	KEGG_HEMATOPOIETIC_CELL_LINEAGE	Not a KD	Not a KD	Not a KD	Not a KD	12
EPSTI1	EPSTI1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
EREG	EREG	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
ERG	ERG	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
ETS1	ETS1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
ETS2	ETS2	#cfcfcf	100	Diamond				KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
ETV6	ETV6	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
ETV7	ETV7	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
EVI2A	EVI2A	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
EVI2B	EVI2B	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	#F6FF7F	NO	20
EVL	EVL	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	#F6FF7F	NO	20
F13A1	F13A1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
F2R	F2R	#cfcfcf	100	Diamond				KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	NO	20
FABP4	FABP4	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FABP5	FABP5	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FAM105A	FAM105A	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FAM129A	FAM129A	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
FAM198B	FAM198B	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FAM26F	FAM26F	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FAM46C	FAM46C	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FAM49A	FAM49A	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FAM49B	FAM49B	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FAM65B	FAM65B	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	NO	20
FAM78A	FAM78A	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FAM89B	FAM89B	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FAS	FAS	#B2C0FF	100	Diamond	1:F6FF7F,1:B2C0FF	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1,1&chco=F6FF7F|B2C0FF	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	#F6FF7F	NO	20
FASLG	FASLG	#B2C0FF	100	Ellipse	1:F6FF7F,1:B2C0FF	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1,1&chco=F6FF7F|B2C0FF	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_TYPE_I_DIABETES_MELLITUS,..	Not a KD	Not a KD	Not a KD	Not a KD	12
FBLN2	FBLN2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FBN1	FBN1	#cfcfcf	100	Diamond				KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	NO	20
FBP1	FBP1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FBXO6	FBXO6	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FCAR	FCAR	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FCER1A	FCER1A	#B2EAFF	100	Ellipse	1:B2EAFF	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=B2EAFF	KEGG_ASTHMA	Not a KD	Not a KD	Not a KD	Not a KD	12
FCER1G	FCER1G	#B2EAFF	100	Diamond	1:F6FF7F,1:B2EAFF	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1,1&chco=F6FF7F|B2EAFF	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_ASTHMA	KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	NO	20
FCER2	FCER2	#9FFF96	100	Ellipse	1:9FFF96	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=9FFF96	KEGG_HEMATOPOIETIC_CELL_LINEAGE	Not a KD	Not a KD	Not a KD	Not a KD	12
FCGR1A	FCGR1A	#9FFF96	100	Ellipse	1:9FFF96	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=9FFF96	KEGG_HEMATOPOIETIC_CELL_LINEAGE	Not a KD	Not a KD	Not a KD	Not a KD	12
FCGR1B	FCGR1B	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
FCGR2A	FCGR2A	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
FCGR2B	FCGR2B	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
FCGR2C	FCGR2C	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
FCGR3B	FCGR3B	#F6FF7F	100	Diamond	1:F6FF7F	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=F6FF7F	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
FCGRT	FCGRT	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
FCMR	FCMR	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_PRIMARY_IMMUNODEFICIENCY	#FFD47F	NO	20
FCN1	FCN1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
FCRL2	FCRL2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FCRL3	FCRL3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FERMT3	FERMT3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FES	FES	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FGD2	FGD2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FGL2	FGL2	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	NO	20
FGR	FGR	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_PRIMARY_IMMUNODEFICIENCY	#FFD47F	NO	20
FIG4	FIG4	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FILIP1L	FILIP1L	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FKBP11	FKBP11	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FKBP15	FKBP15	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FKBP1A	FKBP1A	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FLI1	FLI1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
FLNA	FLNA	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
FLT3	FLT3	#9FFF96	100	Ellipse	1:9FFF96	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=9FFF96	KEGG_HEMATOPOIETIC_CELL_LINEAGE	Not a KD	Not a KD	Not a KD	Not a KD	12
FLT3LG	FLT3LG	#9FFF96	100	Ellipse	1:9FFF96	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=9FFF96	KEGG_HEMATOPOIETIC_CELL_LINEAGE	Not a KD	Not a KD	Not a KD	Not a KD	12
FLVCR2	FLVCR2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FMNL1	FMNL1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
FN1	FN1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE	#9FFF96	NO	20
FNBP1	FNBP1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FNDC3B	FNDC3B	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FOLR2	FOLR2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FOS	FOS	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
FOSB	FOSB	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
